SiteName,MonitorDate,Concentration,ItemUnit
宜蘭,20181104,6,μgm3
基隆,20181104,7,μgm3
新營,20181104,36,μgm3
忠明,20181104,11,μgm3
三義,20181104,9,μgm3
彰化,20181104,13,μgm3
馬祖,20181104,11,μgm3
苗栗,20181104,11,μgm3
南投,20181104,19,μgm3
美濃,20181104,27,μgm3
金門,20181104,27,μgm3
桃園,20181104,7,μgm3
臺東,20181104,5,μgm3
斗六,20181104,27,μgm3
恆春,20181104,5,μgm3
屏東,20181104,39,μgm3
汐止,20181104,5,μgm3
陽明,20181104,-2,μgm3
豐原,20181104,10,μgm3
士林,20181104,5,μgm3
板橋,20181104,6,μgm3
竹東,20181104,8,μgm3
嘉義,20181104,34,μgm3
萬華,20181104,6,μgm3
臺南,20181104,38,μgm3
花蓮,20181104,6,μgm3
臺東,20181101,2,μgm3
馬祖,20181101,20,μgm3
忠明,20181101,7,μgm3
汐止,20181101,12,μgm3
板橋,20181101,10,μgm3
前金,20181101,24,μgm3
朴子,20181101,14,μgm3
豐原,20181101,5,μgm3
新竹,20181101,10,μgm3
宜蘭,20181101,8,μgm3
花蓮,20181101,4,μgm3
苗栗,20181101,6,μgm3
基隆,20181101,11,μgm3
竹東,20181101,4,μgm3
嘉義,20181101,15,μgm3
萬華,20181101,12,μgm3
彰化,20181101,7,μgm3
屏東,20181101,26,μgm3
三義,20181101,5,μgm3
美濃,20181101,18,μgm3
馬公,20181101,15,μgm3
新營,20181101,13,μgm3
桃園,20181101,12,μgm3
斗六,20181101,14,μgm3
南投,20181101,10,μgm3
陽明,20181101,3,μgm3
恆春,20181101,4,μgm3
士林,20181101,9,μgm3
臺南,20181101,18,μgm3
平鎮,20181101,11,μgm3
豐原,20181029,14,μgm3
忠明,20181029,14,μgm3
美濃,20181029,28,μgm3
朴子,20181029,19,μgm3
平鎮,20181029,13,μgm3
板橋,20181029,12,μgm3
花蓮,20181029,11,μgm3
前金,20181029,26,μgm3
苗栗,20181029,11,μgm3
三義,20181029,10,μgm3
南投,20181029,23,μgm3
萬華,20181029,14,μgm3
陽明,20181029,12,μgm3
宜蘭,20181029,10,μgm3
汐止,20181029,15,μgm3
臺東,20181029,13,μgm3
斗六,20181029,33,μgm3
屏東,20181029,30,μgm3
恆春,20181029,13,μgm3
竹東,20181029,10,μgm3
士林,20181029,14,μgm3
馬祖,20181029,18,μgm3
新營,20181029,27,μgm3
臺南,20181029,24,μgm3
金門,20181029,25,μgm3
桃園,20181029,13,μgm3
嘉義,20181029,30,μgm3
彰化,20181029,18,μgm3
基隆,20181029,14,μgm3
新竹,20181029,12,μgm3
馬公,20181029,16,μgm3
新竹,20181026,26,μgm3
臺東,20181026,9,μgm3
金門,20181026,41,μgm3
汐止,20181026,22,μgm3
宜蘭,20181026,16,μgm3
朴子,20181026,38,μgm3
馬祖,20181026,29,μgm3
花蓮,20181026,12,μgm3
臺南,20181026,38,μgm3
嘉義,20181026,39,μgm3
忠明,20181026,31,μgm3
陽明,20181026,15,μgm3
南投,20181026,32,μgm3
基隆,20181026,20,μgm3
桃園,20181026,27,μgm3
平鎮,20181026,26,μgm3
新營,20181026,39,μgm3
三義,20181026,26,μgm3
彰化,20181026,31,μgm3
萬華,20181026,22,μgm3
美濃,20181026,26,μgm3
苗栗,20181026,27,μgm3
前金,20181026,28,μgm3
斗六,20181026,45,μgm3
馬公,20181026,22,μgm3
竹東,20181026,25,μgm3
恆春,20181026,13,μgm3
板橋,20181026,24,μgm3
士林,20181026,21,μgm3
屏東,20181026,30,μgm3
豐原,20181026,29,μgm3
豐原,20181023,15,μgm3
斗六,20181023,29,μgm3
美濃,20181023,25,μgm3
臺東,20181023,8,μgm3
新營,20181023,27,μgm3
恆春,20181023,7,μgm3
三義,20181023,16,μgm3
萬華,20181023,17,μgm3
士林,20181023,16,μgm3
屏東,20181023,27,μgm3
臺南,20181023,25,μgm3
馬祖,20181023,15,μgm3
平鎮,20181023,16,μgm3
苗栗,20181023,17,μgm3
花蓮,20181023,8,μgm3
宜蘭,20181023,10,μgm3
竹東,20181023,15,μgm3
陽明,20181023,3,μgm3
朴子,20181023,25,μgm3
前金,20181023,25,μgm3
汐止,20181023,15,μgm3
板橋,20181023,19,μgm3
金門,20181023,22,μgm3
新竹,20181023,16,μgm3
基隆,20181023,13,μgm3
馬公,20181023,11,μgm3
彰化,20181023,20,μgm3
桃園,20181023,16,μgm3
嘉義,20181023,31,μgm3
南投,20181023,20,μgm3
忠明,20181023,17,μgm3
平鎮,20181020,11,μgm3
朴子,20181020,21,μgm3
桃園,20181020,10,μgm3
士林,20181020,9,μgm3
豐原,20181020,14,μgm3
馬公,20181020,12,μgm3
花蓮,20181020,8,μgm3
新竹,20181020,11,μgm3
新營,20181020,25,μgm3
忠明,20181020,12,μgm3
美濃,20181020,21,μgm3
宜蘭,20181020,8,μgm3
前金,20181020,24,μgm3
南投,20181020,18,μgm3
陽明,20181020,6,μgm3
屏東,20181020,28,μgm3
竹東,20181020,9,μgm3
臺南,20181020,24,μgm3
基隆,20181020,9,μgm3
彰化,20181020,13,μgm3
馬祖,20181020,12,μgm3
萬華,20181020,10,μgm3
金門,20181020,20,μgm3
恆春,20181020,6,μgm3
三義,20181020,10,μgm3
苗栗,20181020,10,μgm3
板橋,20181020,10,μgm3
汐止,20181020,10,μgm3
臺東,20181020,8,μgm3
嘉義,20181020,30,μgm3
前金,20181017,28,μgm3
臺東,20181017,3,μgm3
宜蘭,20181017,2,μgm3
美濃,20181017,21,μgm3
忠明,20181017,9,μgm3
板橋,20181017,10,μgm3
竹東,20181017,7,μgm3
花蓮,20181017,4,μgm3
斗六,20181017,20,μgm3
馬公,20181017,10,μgm3
桃園,20181017,9,μgm3
恆春,20181017,7,μgm3
彰化,20181017,10,μgm3
屏東,20181017,31,μgm3
新營,20181017,22,μgm3
基隆,20181017,8,μgm3
陽明,20181017,-2,μgm3
南投,20181017,12,μgm3
士林,20181017,9,μgm3
朴子,20181017,17,μgm3
三義,20181017,9,μgm3
豐原,20181017,7,μgm3
平鎮,20181017,11,μgm3
臺南,20181017,22,μgm3
萬華,20181017,10,μgm3
新竹,20181017,10,μgm3
嘉義,20181017,24,μgm3
汐止,20181017,9,μgm3
金門,20181017,12,μgm3
苗栗,20181017,10,μgm3
馬祖,20181017,14,μgm3
嘉義,20181014,23,μgm3
萬華,20181014,7,μgm3
南投,20181014,24,μgm3
宜蘭,20181014,4,μgm3
金門,20181014,16,μgm3
臺東,20181014,4,μgm3
桃園,20181014,6,μgm3
美濃,20181014,22,μgm3
馬祖,20181014,8,μgm3
馬公,20181014,10,μgm3
忠明,20181014,22,μgm3
竹東,20181014,7,μgm3
板橋,20181014,7,μgm3
斗六,20181014,29,μgm3
苗栗,20181014,12,μgm3
花蓮,20181014,4,μgm3
臺南,20181014,22,μgm3
三義,20181014,16,μgm3
基隆,20181014,7,μgm3
前金,20181014,24,μgm3
彰化,20181014,25,μgm3
屏東,20181014,23,μgm3
朴子,20181014,20,μgm3
豐原,20181014,19,μgm3
恆春,20181014,3,μgm3
新營,20181014,22,μgm3
平鎮,20181014,6,μgm3
汐止,20181014,7,μgm3
士林,20181014,6,μgm3
新竹,20181014,7,μgm3
陽明,20181014,-2,μgm3
萬華,20181011,8,μgm3
竹東,20181011,5,μgm3
新營,20181011,14,μgm3
彰化,20181011,8,μgm3
臺南,20181011,18,μgm3
基隆,20181011,7,μgm3
屏東,20181011,29,μgm3
恆春,20181011,7,μgm3
陽明,20181011,-2,μgm3
南投,20181011,10,μgm3
三義,20181011,6,μgm3
平鎮,20181011,8,μgm3
板橋,20181011,9,μgm3
苗栗,20181011,8,μgm3
前金,20181011,28,μgm3
宜蘭,20181011,3,μgm3
美濃,20181011,23,μgm3
忠明,20181011,7,μgm3
花蓮,20181011,6,μgm3
嘉義,20181011,15,μgm3
臺東,20181011,7,μgm3
汐止,20181011,6,μgm3
馬公,20181011,11,μgm3
新竹,20181011,8,μgm3
豐原,20181011,7,μgm3
士林,20181011,6,μgm3
斗六,20181011,12,μgm3
桃園,20181011,7,μgm3
馬祖,20181011,10,μgm3
朴子,20181011,13,μgm3
金門,20181011,11,μgm3
板橋,20181008,12,μgm3
桃園,20181008,13,μgm3
馬公,20181008,15,μgm3
平鎮,20181008,15,μgm3
金門,20181008,28,μgm3
萬華,20181008,11,μgm3
竹東,20181008,11,μgm3
新竹,20181008,15,μgm3
朴子,20181008,24,μgm3
豐原,20181008,13,μgm3
臺南,20181008,32,μgm3
前金,20181008,27,μgm3
三義,20181008,12,μgm3
美濃,20181008,24,μgm3
南投,20181008,19,μgm3
陽明,20181008,2,μgm3
嘉義,20181008,29,μgm3
士林,20181008,10,μgm3
彰化,20181008,17,μgm3
屏東,20181008,32,μgm3
花蓮,20181008,6,μgm3
忠明,20181008,15,μgm3
臺東,20181008,6,μgm3
基隆,20181008,10,μgm3
宜蘭,20181008,4,μgm3
新營,20181008,27,μgm3
恆春,20181008,6,μgm3
汐止,20181008,11,μgm3
馬祖,20181008,20,μgm3
斗六,20181008,26,μgm3
苗栗,20181008,15,μgm3
苗栗,20181005,21,μgm3
新營,20181005,23,μgm3
恆春,20181005,19,μgm3
彰化,20181005,22,μgm3
陽明,20181005,9,μgm3
忠明,20181005,21,μgm3
士林,20181005,15,μgm3
嘉義,20181005,23,μgm3
桃園,20181005,17,μgm3
豐原,20181005,21,μgm3
花蓮,20181005,14,μgm3
宜蘭,20181005,9,μgm3
南投,20181005,20,μgm3
屏東,20181005,20,μgm3
臺南,20181005,21,μgm3
馬祖,20181005,24,μgm3
金門,20181005,23,μgm3
三義,20181005,19,μgm3
汐止,20181005,17,μgm3
斗六,20181005,24,μgm3
板橋,20181005,17,μgm3
平鎮,20181005,17,μgm3
萬華,20181005,17,μgm3
基隆,20181005,14,μgm3
美濃,20181005,18,μgm3
前金,20181005,21,μgm3
新竹,20181005,17,μgm3
朴子,20181005,23,μgm3
馬公,20181005,19,μgm3
竹東,20181005,17,μgm3
臺東,20181005,20,μgm3
嘉義,20181002,30,μgm3
臺南,20181002,26,μgm3
美濃,20181002,25,μgm3
馬祖,20181002,16,μgm3
金門,20181002,23,μgm3
斗六,20181002,29,μgm3
前金,20181002,27,μgm3
臺東,20181002,17,μgm3
基隆,20181002,10,μgm3
三義,20181002,15,μgm3
南投,20181002,24,μgm3
士林,20181002,11,μgm3
竹東,20181002,13,μgm3
萬華,20181002,13,μgm3
平鎮,20181002,14,μgm3
新營,20181002,30,μgm3
新竹,20181002,13,μgm3
馬公,20181002,17,μgm3
恆春,20181002,18,μgm3
陽明,20181002,9,μgm3
桃園,20181002,13,μgm3
宜蘭,20181002,14,μgm3
屏東,20181002,23,μgm3
豐原,20181002,17,μgm3
花蓮,20181002,15,μgm3
朴子,20181002,29,μgm3
彰化,20181002,20,μgm3
苗栗,20181002,15,μgm3
汐止,20181002,12,μgm3
忠明,20181002,18,μgm3
板橋,20181002,14,μgm3
彰化,20180929,13,μgm3
板橋,20180929,16,μgm3
嘉義,20180929,15,μgm3
新營,20180929,16,μgm3
士林,20180929,13,μgm3
竹東,20180929,11,μgm3
桃園,20180929,15,μgm3
臺南,20180929,17,μgm3
屏東,20180929,14,μgm3
臺東,20180929,13,μgm3
斗六,20180929,14,μgm3
新竹,20180929,13,μgm3
陽明,20180929,7,μgm3
前金,20180929,16,μgm3
朴子,20180929,17,μgm3
汐止,20180929,16,μgm3
基隆,20180929,15,μgm3
馬祖,20180929,21,μgm3
金門,20180929,22,μgm3
豐原,20180929,11,μgm3
三義,20180929,11,μgm3
南投,20180929,13,μgm3
萬華,20180929,15,μgm3
平鎮,20180929,14,μgm3
恆春,20180929,16,μgm3
美濃,20180929,14,μgm3
馬公,20180929,15,μgm3
宜蘭,20180929,9,μgm3
忠明,20180929,12,μgm3
花蓮,20180929,12,μgm3
苗栗,20180929,12,μgm3
恆春,20180926,13,μgm3
忠明,20180926,15,μgm3
臺南,20180926,18,μgm3
桃園,20180926,14,μgm3
新竹,20180926,16,μgm3
屏東,20180926,20,μgm3
汐止,20180926,14,μgm3
豐原,20180926,12,μgm3
嘉義,20180926,18,μgm3
彰化,20180926,16,μgm3
苗栗,20180926,16,μgm3
士林,20180926,14,μgm3
板橋,20180926,15,μgm3
宜蘭,20180926,10,μgm3
馬公,20180926,15,μgm3
平鎮,20180926,15,μgm3
新營,20180926,17,μgm3
萬華,20180926,17,μgm3
南投,20180926,16,μgm3
陽明,20180926,4,μgm3
三義,20180926,13,μgm3
朴子,20180926,17,μgm3
金門,20180926,17,μgm3
馬祖,20180926,12,μgm3
前金,20180926,21,μgm3
斗六,20180926,18,μgm3
臺東,20180926,13,μgm3
花蓮,20180926,11,μgm3
基隆,20180926,14,μgm3
美濃,20180926,17,μgm3
汐止,20180923,11,μgm3
彰化,20180923,26,μgm3
板橋,20180923,11,μgm3
南投,20180923,24,μgm3
嘉義,20180923,20,μgm3
臺東,20180923,5,μgm3
斗六,20180923,22,μgm3
金門,20180923,23,μgm3
朴子,20180923,22,μgm3
豐原,20180923,24,μgm3
士林,20180923,9,μgm3
陽明,20180923,5,μgm3
忠明,20180923,22,μgm3
宜蘭,20180923,5,μgm3
基隆,20180923,12,μgm3
平鎮,20180923,16,μgm3
竹東,20180923,17,μgm3
桃園,20180923,13,μgm3
恆春,20180923,8,μgm3
新營,20180923,22,μgm3
新竹,20180923,19,μgm3
美濃,20180923,17,μgm3
前金,20180923,24,μgm3
苗栗,20180923,17,μgm3
三義,20180923,18,μgm3
屏東,20180923,21,μgm3
花蓮,20180923,6,μgm3
馬祖,20180923,10,μgm3
臺南,20180923,21,μgm3
萬華,20180923,10,μgm3
馬公,20180923,16,μgm3
宜蘭,20180920,9,μgm3
彰化,20180920,27,μgm3
馬公,20180920,16,μgm3
斗六,20180920,22,μgm3
桃園,20180920,30,μgm3
平鎮,20180920,30,μgm3
三義,20180920,28,μgm3
恆春,20180920,4,μgm3
萬華,20180920,21,μgm3
朴子,20180920,19,μgm3
南投,20180920,24,μgm3
臺南,20180920,12,μgm3
嘉義,20180920,15,μgm3
陽明,20180920,24,μgm3
花蓮,20180920,6,μgm3
豐原,20180920,29,μgm3
新營,20180920,16,μgm3
基隆,20180920,13,μgm3
金門,20180920,17,μgm3
汐止,20180920,21,μgm3
馬祖,20180920,10,μgm3
屏東,20180920,16,μgm3
忠明,20180920,25,μgm3
前金,20180920,13,μgm3
臺東,20180920,5,μgm3
新竹,20180920,28,μgm3
美濃,20180920,13,μgm3
竹東,20180920,26,μgm3
士林,20180920,25,μgm3
板橋,20180920,23,μgm3
苗栗,20180920,27,μgm3
南投,20180917,16,μgm3
馬公,20180917,19,μgm3
宜蘭,20180917,10,μgm3
三義,20180917,15,μgm3
嘉義,20180917,15,μgm3
朴子,20180917,19,μgm3
屏東,20180917,12,μgm3
板橋,20180917,13,μgm3
前金,20180917,15,μgm3
花蓮,20180917,7,μgm3
美濃,20180917,11,μgm3
忠明,20180917,17,μgm3
彰化,20180917,19,μgm3
豐原,20180917,17,μgm3
桃園,20180917,23,μgm3
竹東,20180917,17,μgm3
陽明,20180917,9,μgm3
新竹,20180917,22,μgm3
平鎮,20180917,24,μgm3
金門,20180917,22,μgm3
斗六,20180917,14,μgm3
新營,20180917,20,μgm3
基隆,20180917,7,μgm3
臺東,20180917,8,μgm3
汐止,20180917,9,μgm3
苗栗,20180917,18,μgm3
萬華,20180917,11,μgm3
臺南,20180917,15,μgm3
恆春,20180917,9,μgm3
士林,20180917,12,μgm3
馬祖,20180917,13,μgm3
板橋,20180914,5,μgm3
嘉義,20180914,25,μgm3
朴子,20180914,17,μgm3
屏東,20180914,22,μgm3
汐止,20180914,5,μgm3
恆春,20180914,5,μgm3
花蓮,20180914,5,μgm3
彰化,20180914,27,μgm3
苗栗,20180914,15,μgm3
斗六,20180914,31,μgm3
竹東,20180914,7,μgm3
平鎮,20180914,5,μgm3
三義,20180914,20,μgm3
萬華,20180914,5,μgm3
陽明,20180914,3,μgm3
金門,20180914,10,μgm3
馬祖,20180914,12,μgm3
基隆,20180914,5,μgm3
臺南,20180914,20,μgm3
桃園,20180914,5,μgm3
美濃,20180914,22,μgm3
新營,20180914,22,μgm3
忠明,20180914,27,μgm3
前金,20180914,17,μgm3
南投,20180914,32,μgm3
宜蘭,20180914,6,μgm3
馬公,20180914,9,μgm3
士林,20180914,6,μgm3
豐原,20180914,28,μgm3
新竹,20180914,6,μgm3
臺東,20180914,7,μgm3
花蓮,20180911,4,μgm3
宜蘭,20180911,4,μgm3
斗六,20180911,18,μgm3
桃園,20180911,10,μgm3
竹東,20180911,17,μgm3
豐原,20180911,17,μgm3
恆春,20180911,3,μgm3
苗栗,20180911,12,μgm3
士林,20180911,4,μgm3
前金,20180911,9,μgm3
馬祖,20180911,8,μgm3
金門,20180911,14,μgm3
陽明,20180911,3,μgm3
新竹,20180911,18,μgm3
基隆,20180911,5,μgm3
萬華,20180911,5,μgm3
南投,20180911,17,μgm3
新營,20180911,14,μgm3
嘉義,20180911,15,μgm3
三義,20180911,16,μgm3
美濃,20180911,12,μgm3
平鎮,20180911,14,μgm3
朴子,20180911,15,μgm3
彰化,20180911,18,μgm3
臺南,20180911,12,μgm3
屏東,20180911,15,μgm3
板橋,20180911,6,μgm3
臺東,20180911,3,μgm3
馬公,20180911,14,μgm3
忠明,20180911,16,μgm3
汐止,20180911,3,μgm3
忠明,20180908,13,μgm3
萬華,20180908,10,μgm3
宜蘭,20180908,11,μgm3
桃園,20180908,10,μgm3
汐止,20180908,9,μgm3
斗六,20180908,11,μgm3
臺南,20180908,11,μgm3
陽明,20180908,6,μgm3
新營,20180908,9,μgm3
臺東,20180908,7,μgm3
竹東,20180908,11,μgm3
嘉義,20180908,9,μgm3
金門,20180908,16,μgm3
豐原,20180908,14,μgm3
南投,20180908,14,μgm3
苗栗,20180908,12,μgm3
馬公,20180908,11,μgm3
彰化,20180908,12,μgm3
屏東,20180908,9,μgm3
士林,20180908,8,μgm3
前金,20180908,13,μgm3
三義,20180908,12,μgm3
美濃,20180908,8,μgm3
花蓮,20180908,7,μgm3
朴子,20180908,10,μgm3
基隆,20180908,8,μgm3
馬祖,20180908,12,μgm3
板橋,20180908,11,μgm3
新竹,20180908,10,μgm3
平鎮,20180908,10,μgm3
恆春,20180908,3,μgm3
美濃,20180905,12,μgm3
基隆,20180905,19,μgm3
桃園,20180905,23,μgm3
忠明,20180905,21,μgm3
前金,20180905,11,μgm3
臺東,20180905,10,μgm3
馬祖,20180905,28,μgm3
萬華,20180905,19,μgm3
南投,20180905,19,μgm3
新營,20180905,14,μgm3
平鎮,20180905,21,μgm3
陽明,20180905,16,μgm3
三義,20180905,20,μgm3
板橋,20180905,19,μgm3
金門,20180905,27,μgm3
宜蘭,20180905,16,μgm3
馬公,20180905,12,μgm3
花蓮,20180905,13,μgm3
苗栗,20180905,20,μgm3
嘉義,20180905,13,μgm3
恆春,20180905,11,μgm3
新竹,20180905,21,μgm3
士林,20180905,20,μgm3
豐原,20180905,17,μgm3
汐止,20180905,20,μgm3
屏東,20180905,13,μgm3
斗六,20180905,17,μgm3
朴子,20180905,15,μgm3
臺南,20180905,13,μgm3
彰化,20180905,21,μgm3
馬公,20180902,7,μgm3
竹東,20180902,13,μgm3
板橋,20180902,14,μgm3
汐止,20180902,20,μgm3
桃園,20180902,14,μgm3
宜蘭,20180902,10,μgm3
金門,20180902,17,μgm3
新營,20180902,8,μgm3
陽明,20180902,14,μgm3
基隆,20180902,18,μgm3
屏東,20180902,9,μgm3
美濃,20180902,8,μgm3
平鎮,20180902,14,μgm3
南投,20180902,15,μgm3
萬華,20180902,13,μgm3
士林,20180902,14,μgm3
馬祖,20180902,19,μgm3
彰化,20180902,14,μgm3
朴子,20180902,9,μgm3
前金,20180902,10,μgm3
斗六,20180902,12,μgm3
臺南,20180902,9,μgm3
新竹,20180902,15,μgm3
嘉義,20180902,9,μgm3
忠明,20180902,13,μgm3
豐原,20180902,14,μgm3
臺東,20180902,4,μgm3
花蓮,20180902,7,μgm3
恆春,20180902,9,μgm3
苗栗,20180902,14,μgm3
三義,20180902,15,μgm3
苗栗,20180830,9,μgm3
新營,20180830,7,μgm3
屏東,20180830,8,μgm3
汐止,20180830,10,μgm3
三義,20180830,8,μgm3
斗六,20180830,7,μgm3
板橋,20180830,9,μgm3
平鎮,20180830,10,μgm3
萬華,20180830,9,μgm3
馬祖,20180830,6,μgm3
基隆,20180830,7,μgm3
美濃,20180830,4,μgm3
前金,20180830,14,μgm3
南投,20180830,9,μgm3
金門,20180830,4,μgm3
宜蘭,20180830,7,μgm3
花蓮,20180830,5,μgm3
豐原,20180830,9,μgm3
臺東,20180830,6,μgm3
朴子,20180830,8,μgm3
嘉義,20180830,6,μgm3
士林,20180830,9,μgm3
新竹,20180830,9,μgm3
馬公,20180830,7,μgm3
忠明,20180830,9,μgm3
彰化,20180830,9,μgm3
桃園,20180830,13,μgm3
陽明,20180830,6,μgm3
竹東,20180830,6,μgm3
恆春,20180830,7,μgm3
斗六,20180827,4,μgm3
花蓮,20180827,4,μgm3
基隆,20180827,4,μgm3
美濃,20180827,-2,μgm3
士林,20180827,11,μgm3
彰化,20180827,6,μgm3
臺南,20180827,4,μgm3
恆春,20180827,4,μgm3
屏東,20180827,3,μgm3
新竹,20180827,9,μgm3
汐止,20180827,8,μgm3
臺東,20180827,4,μgm3
豐原,20180827,9,μgm3
朴子,20180827,4,μgm3
竹東,20180827,7,μgm3
三義,20180827,7,μgm3
苗栗,20180827,9,μgm3
嘉義,20180827,4,μgm3
板橋,20180827,12,μgm3
陽明,20180827,5,μgm3
平鎮,20180827,12,μgm3
新營,20180827,4,μgm3
馬公,20180827,5,μgm3
萬華,20180827,10,μgm3
宜蘭,20180827,5,μgm3
金門,20180827,15,μgm3
馬祖,20180827,11,μgm3
南投,20180827,6,μgm3
忠明,20180827,7,μgm3
桃園,20180827,13,μgm3
前金,20180827,5,μgm3
馬祖,20180824,11,μgm3
宜蘭,20180824,5,μgm3
桃園,20180824,8,μgm3
彰化,20180824,4,μgm3
苗栗,20180824,2,μgm3
美濃,20180824,6,μgm3
板橋,20180824,8,μgm3
士林,20180824,7,μgm3
基隆,20180824,7,μgm3
嘉義,20180824,4,μgm3
臺南,20180824,8,μgm3
新營,20180824,6,μgm3
恆春,20180824,-2,μgm3
忠明,20180824,3,μgm3
前金,20180824,11,μgm3
屏東,20180824,9,μgm3
陽明,20180824,3,μgm3
金門,20180824,16,μgm3
新竹,20180824,5,μgm3
朴子,20180824,8,μgm3
平鎮,20180824,7,μgm3
汐止,20180824,8,μgm3
花蓮,20180824,4,μgm3
臺東,20180824,5,μgm3
萬華,20180824,8,μgm3
豐原,20180824,3,μgm3
馬公,20180824,7,μgm3
三義,20180824,-2,μgm3
竹東,20180824,4,μgm3
南投,20180824,3,μgm3
斗六,20180824,-2,μgm3
前金,20180821,6,μgm3
臺東,20180821,4,μgm3
士林,20180821,14,μgm3
新竹,20180821,15,μgm3
豐原,20180821,15,μgm3
宜蘭,20180821,10,μgm3
忠明,20180821,11,μgm3
馬公,20180821,5,μgm3
金門,20180821,6,μgm3
南投,20180821,10,μgm3
美濃,20180821,4,μgm3
臺南,20180821,6,μgm3
基隆,20180821,12,μgm3
彰化,20180821,10,μgm3
桃園,20180821,16,μgm3
馬祖,20180821,9,μgm3
萬華,20180821,13,μgm3
平鎮,20180821,15,μgm3
斗六,20180821,7,μgm3
苗栗,20180821,17,μgm3
竹東,20180821,13,μgm3
三義,20180821,13,μgm3
陽明,20180821,10,μgm3
汐止,20180821,12,μgm3
屏東,20180821,5,μgm3
恆春,20180821,3,μgm3
新營,20180821,7,μgm3
板橋,20180821,15,μgm3
嘉義,20180821,6,μgm3
花蓮,20180821,7,μgm3
朴子,20180821,7,μgm3
嘉義,20180818,9,μgm3
屏東,20180818,8,μgm3
板橋,20180818,15,μgm3
士林,20180818,13,μgm3
馬祖,20180818,7,μgm3
恆春,20180818,4,μgm3
前金,20180818,9,μgm3
平鎮,20180818,13,μgm3
臺南,20180818,9,μgm3
基隆,20180818,11,μgm3
忠明,20180818,10,μgm3
美濃,20180818,7,μgm3
花蓮,20180818,7,μgm3
彰化,20180818,10,μgm3
苗栗,20180818,10,μgm3
斗六,20180818,9,μgm3
新營,20180818,8,μgm3
宜蘭,20180818,11,μgm3
南投,20180818,9,μgm3
竹東,20180818,9,μgm3
萬華,20180818,13,μgm3
豐原,20180818,10,μgm3
朴子,20180818,11,μgm3
三義,20180818,9,μgm3
臺東,20180818,7,μgm3
陽明,20180818,10,μgm3
金門,20180818,12,μgm3
桃園,20180818,15,μgm3
馬公,20180818,6,μgm3
汐止,20180818,13,μgm3
新竹,20180818,9,μgm3
朴子,20180815,9,μgm3
陽明,20180815,7,μgm3
嘉義,20180815,7,μgm3
屏東,20180815,8,μgm3
板橋,20180815,12,μgm3
馬公,20180815,6,μgm3
三義,20180815,6,μgm3
臺東,20180815,7,μgm3
宜蘭,20180815,8,μgm3
南投,20180815,7,μgm3
新竹,20180815,9,μgm3
臺南,20180815,9,μgm3
豐原,20180815,7,μgm3
恆春,20180815,5,μgm3
花蓮,20180815,6,μgm3
平鎮,20180815,9,μgm3
基隆,20180815,10,μgm3
新營,20180815,9,μgm3
士林,20180815,9,μgm3
美濃,20180815,6,μgm3
斗六,20180815,7,μgm3
竹東,20180815,8,μgm3
忠明,20180815,8,μgm3
萬華,20180815,11,μgm3
汐止,20180815,11,μgm3
前金,20180815,10,μgm3
桃園,20180815,11,μgm3
金門,20180815,11,μgm3
馬祖,20180815,4,μgm3
苗栗,20180815,7,μgm3
馬祖,20180812,31,μgm3
斗六,20180812,29,μgm3
桃園,20180812,24,μgm3
南投,20180812,31,μgm3
萬華,20180812,23,μgm3
板橋,20180812,25,μgm3
馬公,20180812,21,μgm3
苗栗,20180812,24,μgm3
朴子,20180812,25,μgm3
忠明,20180812,27,μgm3
宜蘭,20180812,18,μgm3
豐原,20180812,25,μgm3
平鎮,20180812,24,μgm3
竹東,20180812,22,μgm3
前金,20180812,14,μgm3
三義,20180812,25,μgm3
陽明,20180812,12,μgm3
新竹,20180812,25,μgm3
汐止,20180812,23,μgm3
士林,20180812,20,μgm3
屏東,20180812,14,μgm3
嘉義,20180812,26,μgm3
臺東,20180812,16,μgm3
基隆,20180812,20,μgm3
臺南,20180812,19,μgm3
美濃,20180812,17,μgm3
恆春,20180812,9,μgm3
花蓮,20180812,19,μgm3
新營,20180812,22,μgm3
金門,20180812,31,μgm3
臺南,20180809,11,μgm3
竹東,20180809,19,μgm3
彰化,20180809,19,μgm3
馬公,20180809,14,μgm3
新竹,20180809,18,μgm3
金門,20180809,17,μgm3
基隆,20180809,12,μgm3
苗栗,20180809,18,μgm3
平鎮,20180809,17,μgm3
三義,20180809,19,μgm3
馬祖,20180809,15,μgm3
宜蘭,20180809,13,μgm3
豐原,20180809,21,μgm3
忠明,20180809,19,μgm3
桃園,20180809,18,μgm3
南投,20180809,18,μgm3
汐止,20180809,15,μgm3
斗六,20180809,16,μgm3
萬華,20180809,16,μgm3
朴子,20180809,14,μgm3
臺東,20180809,9,μgm3
嘉義,20180809,14,μgm3
恆春,20180809,10,μgm3
新營,20180809,11,μgm3
士林,20180809,16,μgm3
屏東,20180809,10,μgm3
板橋,20180809,18,μgm3
美濃,20180809,8,μgm3
花蓮,20180809,11,μgm3
前金,20180809,12,μgm3
基隆,20180806,11,μgm3
馬祖,20180806,19,μgm3
美濃,20180806,7,μgm3
花蓮,20180806,10,μgm3
陽明,20180806,10,μgm3
朴子,20180806,12,μgm3
嘉義,20180806,14,μgm3
三義,20180806,13,μgm3
前金,20180806,11,μgm3
宜蘭,20180806,10,μgm3
忠明,20180806,12,μgm3
