SiteName,MonitorDate,Concentration,ItemUnit
桃園,20200212,38,μgm3
苗栗,20200212,31,μgm3
金門,20200212,52,μgm3
美濃,20200212,16,μgm3
竹東,20200212,24,μgm3
新營,20200212,40,μgm3
忠明,20200212,45,μgm3
萬華,20200212,26,μgm3
基隆,20200212,27,μgm3
臺南,20200212,27,μgm3
三義,20200212,29,μgm3
陽明,20200212,12,μgm3
花蓮,20200212,10,μgm3
平鎮,20200209,18,μgm3
宜蘭,20200209,12,μgm3
花蓮,20200209,9,μgm3
馬公,20200209,19,μgm3
嘉義,20200209,25,μgm3
三義,20200209,15,μgm3
士林,20200209,15,μgm3
苗栗,20200209,17,μgm3
萬華,20200209,18,μgm3
桃園,20200209,18,μgm3
南投,20200209,19,μgm3
竹東,20200209,14,μgm3
馬祖,20200209,24,μgm3
朴子,20200209,22,μgm3
基隆,20200209,17,μgm3
臺南,20200209,25,μgm3
恆春,20200209,4,μgm3
新營,20200209,23,μgm3
屏東,20200209,34,μgm3
忠明,20200209,15,μgm3
金門,20200209,16,μgm3
臺東,20200209,7,μgm3
板橋,20200209,19,μgm3
前金,20200209,33,μgm3
新竹,20200209,17,μgm3
美濃,20200209,28,μgm3
汐止,20200209,20,μgm3
彰化,20200209,16,μgm3
豐原,20200209,13,μgm3
斗六,20200209,23,μgm3
陽明,20200209,12,μgm3
花蓮,20200206,7,μgm3
萬華,20200206,11,μgm3
竹東,20200206,11,μgm3
新竹,20200206,12,μgm3
基隆,20200206,13,μgm3
金門,20200206,19,μgm3
前金,20200206,27,μgm3
臺東,20200206,5,μgm3
陽明,20200206,3,μgm3
馬公,20200206,16,μgm3
平鎮,20200206,12,μgm3
士林,20200206,10,μgm3
南投,20200206,21,μgm3
三義,20200206,11,μgm3
苗栗,20200206,11,μgm3
板橋,20200206,11,μgm3
忠明,20200206,15,μgm3
宜蘭,20200206,9,μgm3
斗六,20200206,27,μgm3
豐原,20200206,16,μgm3
恆春,20200206,4,μgm3
彰化,20200206,16,μgm3
桃園,20200206,11,μgm3
汐止,20200206,12,μgm3
美濃,20200206,23,μgm3
嘉義,20200206,27,μgm3
屏東,20200206,30,μgm3
新營,20200206,24,μgm3
馬祖,20200206,16,μgm3
臺南,20200206,24,μgm3
朴子,20200206,21,μgm3
馬祖,20200203,16,μgm3
士林,20200203,9,μgm3
臺東,20200203,7,μgm3
豐原,20200203,16,μgm3
美濃,20200203,21,μgm3
萬華,20200203,10,μgm3
嘉義,20200203,25,μgm3
馬公,20200203,10,μgm3
花蓮,20200203,9,μgm3
竹東,20200203,14,μgm3
桃園,20200203,16,μgm3
斗六,20200203,23,μgm3
臺南,20200203,28,μgm3
金門,20200203,46,μgm3
陽明,20200203,5,μgm3
前金,20200203,26,μgm3
屏東,20200203,24,μgm3
南投,20200203,21,μgm3
基隆,20200203,9,μgm3
三義,20200203,16,μgm3
忠明,20200203,16,μgm3
平鎮,20200203,17,μgm3
汐止,20200203,8,μgm3
苗栗,20200203,15,μgm3
新竹,20200203,15,μgm3
宜蘭,20200203,7,μgm3
朴子,20200203,20,μgm3
彰化,20200203,16,μgm3
恆春,20200203,6,μgm3
新營,20200203,24,μgm3
板橋,20200203,13,μgm3
苗栗,20200131,30,μgm3
金門,20200131,30,μgm3
士林,20200131,32,μgm3
南投,20200131,29,μgm3
桃園,20200131,35,μgm3
彰化,20200131,31,μgm3
朴子,20200131,35,μgm3
豐原,20200131,23,μgm3
恆春,20200131,19,μgm3
斗六,20200131,36,μgm3
汐止,20200131,33,μgm3
忠明,20200131,26,μgm3
竹東,20200131,27,μgm3
臺東,20200131,21,μgm3
嘉義,20200131,40,μgm3
馬祖,20200131,36,μgm3
板橋,20200131,36,μgm3
臺南,20200131,31,μgm3
美濃,20200131,25,μgm3
宜蘭,20200131,26,μgm3
三義,20200131,29,μgm3
屏東,20200131,29,μgm3
平鎮,20200131,35,μgm3
陽明,20200131,31,μgm3
萬華,20200131,32,μgm3
新營,20200131,35,μgm3
新竹,20200131,32,μgm3
前金,20200131,27,μgm3
基隆,20200131,32,μgm3
馬公,20200131,27,μgm3
豐原,20200128,6,μgm3
前金,20200128,18,μgm3
嘉義,20200128,14,μgm3
桃園,20200128,8,μgm3
宜蘭,20200128,5,μgm3
士林,20200128,7,μgm3
馬公,20200128,6,μgm3
平鎮,20200128,9,μgm3
苗栗,20200128,8,μgm3
新營,20200128,13,μgm3
南投,20200128,10,μgm3
竹東,20200128,8,μgm3
屏東,20200128,18,μgm3
馬祖,20200128,5,μgm3
美濃,20200128,16,μgm3
板橋,20200128,8,μgm3
恆春,20200128,6,μgm3
基隆,20200128,8,μgm3
萬華,20200128,8,μgm3
朴子,20200128,11,μgm3
新竹,20200128,7,μgm3
臺南,20200128,15,μgm3
陽明,20200128,3,μgm3
彰化,20200128,8,μgm3
汐止,20200128,8,μgm3
三義,20200128,8,μgm3
臺東,20200128,3,μgm3
斗六,20200128,12,μgm3
金門,20200128,8,μgm3
忠明,20200128,8,μgm3
恆春,20200125,5,μgm3
新營,20200125,26,μgm3
苗栗,20200125,14,μgm3
陽明,20200125,-2,μgm3
花蓮,20200125,10,μgm3
屏東,20200125,39,μgm3
臺南,20200125,29,μgm3
三義,20200125,9,μgm3
豐原,20200125,10,μgm3
平鎮,20200125,8,μgm3
板橋,20200125,9,μgm3
臺東,20200125,8,μgm3
斗六,20200125,22,μgm3
士林,20200125,8,μgm3
南投,20200125,18,μgm3
金門,20200125,26,μgm3
忠明,20200125,14,μgm3
宜蘭,20200125,9,μgm3
彰化,20200125,16,μgm3
基隆,20200125,6,μgm3
桃園,20200125,9,μgm3
美濃,20200125,28,μgm3
竹東,20200125,11,μgm3
汐止,20200125,6,μgm3
前金,20200125,39,μgm3
新竹,20200125,11,μgm3
嘉義,20200125,28,μgm3
馬祖,20200125,9,μgm3
朴子,20200125,19,μgm3
馬公,20200125,8,μgm3
萬華,20200125,6,μgm3
臺南,20200122,54,μgm3
前金,20200122,40,μgm3
陽明,20200122,13,μgm3
基隆,20200122,25,μgm3
恆春,20200122,6,μgm3
花蓮,20200122,13,μgm3
美濃,20200122,36,μgm3
忠明,20200122,51,μgm3
馬祖,20200122,46,μgm3
豐原,20200122,31,μgm3
屏東,20200122,43,μgm3
南投,20200122,39,μgm3
彰化,20200122,50,μgm3
金門,20200122,73,μgm3
汐止,20200122,27,μgm3
馬公,20200122,35,μgm3
新營,20200122,57,μgm3
苗栗,20200122,44,μgm3
平鎮,20200122,54,μgm3
嘉義,20200122,60,μgm3
三義,20200122,33,μgm3
板橋,20200122,37,μgm3
士林,20200122,37,μgm3
宜蘭,20200122,14,μgm3
臺東,20200122,9,μgm3
桃園,20200122,52,μgm3
新竹,20200122,50,μgm3
竹東,20200122,34,μgm3
斗六,20200122,60,μgm3
朴子,20200122,58,μgm3
萬華,20200122,37,μgm3
彰化,20200119,34,μgm3
新竹,20200119,34,μgm3
恆春,20200119,7,μgm3
忠明,20200119,30,μgm3
臺東,20200119,8,μgm3
前金,20200119,45,μgm3
馬公,20200119,20,μgm3
美濃,20200119,32,μgm3
萬華,20200119,26,μgm3
花蓮,20200119,9,μgm3
陽明,20200119,-2,μgm3
板橋,20200119,27,μgm3
三義,20200119,30,μgm3
臺南,20200119,40,μgm3
竹東,20200119,28,μgm3
基隆,20200119,24,μgm3
屏東,20200119,38,μgm3
南投,20200119,33,μgm3
平鎮,20200119,33,μgm3
宜蘭,20200119,8,μgm3
嘉義,20200119,43,μgm3
桃園,20200119,27,μgm3
金門,20200119,20,μgm3
士林,20200119,24,μgm3
豐原,20200119,27,μgm3
馬祖,20200119,17,μgm3
朴子,20200119,37,μgm3
斗六,20200119,44,μgm3
汐止,20200119,24,μgm3
平鎮,20200116,15,μgm3
斗六,20200116,34,μgm3
三義,20200116,15,μgm3
恆春,20200116,8,μgm3
朴子,20200116,27,μgm3
汐止,20200116,12,μgm3
南投,20200116,21,μgm3
金門,20200116,36,μgm3
屏東,20200116,22,μgm3
美濃,20200116,17,μgm3
士林,20200116,12,μgm3
基隆,20200116,10,μgm3
萬華,20200116,12,μgm3
臺東,20200116,6,μgm3
前金,20200116,37,μgm3
苗栗,20200116,16,μgm3
新營,20200116,36,μgm3
嘉義,20200116,37,μgm3
新竹,20200116,14,μgm3
桃園,20200116,13,μgm3
豐原,20200116,17,μgm3
竹東,20200116,15,μgm3
板橋,20200116,12,μgm3
馬祖,20200116,15,μgm3
宜蘭,20200116,8,μgm3
臺南,20200116,37,μgm3
花蓮,20200116,8,μgm3
陽明,20200116,4,μgm3
忠明,20200116,20,μgm3
馬公,20200116,12,μgm3
彰化,20200116,24,μgm3
板橋,20200113,17,μgm3
前金,20200113,28,μgm3
嘉義,20200113,30,μgm3
新竹,20200113,18,μgm3
彰化,20200113,21,μgm3
三義,20200113,18,μgm3
朴子,20200113,25,μgm3
恆春,20200113,4,μgm3
平鎮,20200113,20,μgm3
陽明,20200113,3,μgm3
萬華,20200113,17,μgm3
臺南,20200113,25,μgm3
馬祖,20200113,34,μgm3
花蓮,20200113,6,μgm3
汐止,20200113,18,μgm3
豐原,20200113,17,μgm3
竹東,20200113,15,μgm3
新營,20200113,28,μgm3
忠明,20200113,21,μgm3
基隆,20200113,16,μgm3
士林,20200113,15,μgm3
美濃,20200113,23,μgm3
斗六,20200113,30,μgm3
屏東,20200113,24,μgm3
金門,20200113,28,μgm3
南投,20200113,24,μgm3
馬公,20200113,22,μgm3
桃園,20200113,19,μgm3
苗栗,20200113,18,μgm3
臺東,20200113,3,μgm3
宜蘭,20200113,8,μgm3
臺南,20200110,37,μgm3
新竹,20200110,19,μgm3
豐原,20200110,27,μgm3
宜蘭,20200110,9,μgm3
恆春,20200110,7,μgm3
新營,20200110,39,μgm3
汐止,20200110,12,μgm3
桃園,20200110,17,μgm3
陽明,20200110,11,μgm3
忠明,20200110,30,μgm3
前金,20200110,44,μgm3
士林,20200110,14,μgm3
斗六,20200110,44,μgm3
基隆,20200110,10,μgm3
苗栗,20200110,20,μgm3
馬祖,20200110,24,μgm3
嘉義,20200110,44,μgm3
萬華,20200110,15,μgm3
花蓮,20200110,10,μgm3
臺東,20200110,8,μgm3
三義,20200110,19,μgm3
南投,20200110,31,μgm3
彰化,20200110,30,μgm3
朴子,20200110,30,μgm3
屏東,20200110,44,μgm3
板橋,20200110,19,μgm3
美濃,20200110,34,μgm3
竹東,20200110,16,μgm3
馬公,20200110,16,μgm3
金門,20200110,32,μgm3
南投,20200107,41,μgm3
臺南,20200107,55,μgm3
屏東,20200107,35,μgm3
彰化,20200107,45,μgm3
金門,20200107,36,μgm3
豐原,20200107,27,μgm3
基隆,20200107,25,μgm3
馬公,20200107,14,μgm3
嘉義,20200107,48,μgm3
新竹,20200107,37,μgm3
萬華,20200107,26,μgm3
汐止,20200107,25,μgm3
桃園,20200107,34,μgm3
朴子,20200107,47,μgm3
宜蘭,20200107,11,μgm3
美濃,20200107,27,μgm3
平鎮,20200107,32,μgm3
新營,20200107,44,μgm3
馬祖,20200107,36,μgm3
陽明,20200107,8,μgm3
竹東,20200107,21,μgm3
恆春,20200107,11,μgm3
三義,20200107,27,μgm3
苗栗,20200107,27,μgm3
斗六,20200107,45,μgm3
忠明,20200107,49,μgm3
花蓮,20200107,8,μgm3
板橋,20200107,30,μgm3
士林,20200107,24,μgm3
臺東,20200107,8,μgm3
前金,20200107,52,μgm3
屏東,20200104,45,μgm3
基隆,20200104,9,μgm3
前金,20200104,51,μgm3
臺東,20200104,8,μgm3
士林,20200104,10,μgm3
美濃,20200104,32,μgm3
汐止,20200104,10,μgm3
板橋,20200104,12,μgm3
嘉義,20200104,75,μgm3
恆春,20200104,8,μgm3
桃園,20200104,13,μgm3
新竹,20200104,27,μgm3
馬祖,20200104,19,μgm3
平鎮,20200104,14,μgm3
花蓮,20200104,9,μgm3
苗栗,20200104,38,μgm3
豐原,20200104,71,μgm3
南投,20200104,63,μgm3
竹東,20200104,25,μgm3
三義,20200104,47,μgm3
馬公,20200104,12,μgm3
臺南,20200104,57,μgm3
金門,20200104,29,μgm3
萬華,20200104,11,μgm3
斗六,20200104,74,μgm3
宜蘭,20200104,9,μgm3
新營,20200104,60,μgm3
陽明,20200104,8,μgm3
忠明,20200104,72,μgm3
朴子,20200104,42,μgm3
彰化,20200104,64,μgm3
汐止,20200101,8,μgm3
臺南,20200101,20,μgm3
三義,20200101,6,μgm3
恆春,20200101,3,μgm3
板橋,20200101,8,μgm3
朴子,20200101,13,μgm3
斗六,20200101,18,μgm3
馬祖,20200101,16,μgm3
花蓮,20200101,5,μgm3
苗栗,20200101,8,μgm3
臺東,20200101,3,μgm3
豐原,20200101,7,μgm3
萬華,20200101,8,μgm3
南投,20200101,13,μgm3
新營,20200101,18,μgm3
宜蘭,20200101,5,μgm3
新竹,20200101,8,μgm3
忠明,20200101,10,μgm3
基隆,20200101,6,μgm3
美濃,20200101,23,μgm3
前金,20200101,32,μgm3
士林,20200101,6,μgm3
嘉義,20200101,20,μgm3
屏東,20200101,36,μgm3
金門,20200101,19,μgm3
彰化,20200101,10,μgm3
平鎮,20200101,7,μgm3
陽明,20200101,-2,μgm3
馬公,20200101,28,μgm3
桃園,20200101,8,μgm3
彰化,20191229,23,μgm3
屏東,20191229,34,μgm3
忠明,20191229,29,μgm3
板橋,20191229,14,μgm3
苗栗,20191229,23,μgm3
宜蘭,20191229,5,μgm3
金門,20191229,35,μgm3
桃園,20191229,19,μgm3
臺南,20191229,17,μgm3
南投,20191229,35,μgm3
新營,20191229,16,μgm3
萬華,20191229,13,μgm3
汐止,20191229,11,μgm3
豐原,20191229,27,μgm3
平鎮,20191229,18,μgm3
朴子,20191229,14,μgm3
斗六,20191229,26,μgm3
馬公,20191229,10,μgm3
三義,20191229,20,μgm3
花蓮,20191229,4,μgm3
竹東,20191229,15,μgm3
馬祖,20191229,17,μgm3
新竹,20191229,19,μgm3
士林,20191229,13,μgm3
恆春,20191229,-2,μgm3
美濃,20191229,23,μgm3
前金,20191229,29,μgm3
嘉義,20191229,20,μgm3
臺東,20191229,-2,μgm3
基隆,20191229,9,μgm3
陽明,20191229,-2,μgm3
平鎮,20191226,25,μgm3
豐原,20191226,11,μgm3
恆春,20191226,6,μgm3
萬華,20191226,20,μgm3
忠明,20191226,15,μgm3
嘉義,20191226,27,μgm3
臺南,20191226,29,μgm3
彰化,20191226,17,μgm3
汐止,20191226,18,μgm3
馬祖,20191226,20,μgm3
竹東,20191226,12,μgm3
花蓮,20191226,8,μgm3
新營,20191226,27,μgm3
南投,20191226,17,μgm3
斗六,20191226,21,μgm3
宜蘭,20191226,9,μgm3
苗栗,20191226,16,μgm3
基隆,20191226,17,μgm3
板橋,20191226,23,μgm3
美濃,20191226,24,μgm3
士林,20191226,15,μgm3
屏東,20191226,26,μgm3
金門,20191226,46,μgm3
臺東,20191226,7,μgm3
前金,20191226,35,μgm3
馬公,20191226,12,μgm3
桃園,20191226,25,μgm3
陽明,20191226,6,μgm3
新竹,20191226,24,μgm3
朴子,20191226,23,μgm3
三義,20191226,9,μgm3
恆春,20191223,4,μgm3
彰化,20191223,14,μgm3
陽明,20191223,2,μgm3
三義,20191223,13,μgm3
汐止,20191223,7,μgm3
平鎮,20191223,10,μgm3
萬華,20191223,7,μgm3
臺南,20191223,31,μgm3
竹東,20191223,9,μgm3
花蓮,20191223,6,μgm3
宜蘭,20191223,6,μgm3
基隆,20191223,6,μgm3
美濃,20191223,23,μgm3
屏東,20191223,32,μgm3
馬公,20191223,11,μgm3
苗栗,20191223,12,μgm3
前金,20191223,41,μgm3
豐原,20191223,13,μgm3
嘉義,20191223,33,μgm3
新竹,20191223,10,μgm3
忠明,20191223,13,μgm3
桃園,20191223,8,μgm3
金門,20191223,21,μgm3
士林,20191223,6,μgm3
臺東,20191223,5,μgm3
南投,20191223,20,μgm3
新營,20191223,30,μgm3
馬祖,20191223,10,μgm3
朴子,20191223,18,μgm3
斗六,20191223,27,μgm3
板橋,20191223,7,μgm3
屏東,20191220,30,μgm3
嘉義,20191220,20,μgm3
金門,20191220,12,μgm3
桃園,20191220,5,μgm3
馬祖,20191220,8,μgm3
汐止,20191220,3,μgm3
馬公,20191220,7,μgm3
斗六,20191220,17,μgm3
南投,20191220,11,μgm3
宜蘭,20191220,-2,μgm3
竹東,20191220,3,μgm3
花蓮,20191220,5,μgm3
三義,20191220,6,μgm3
臺南,20191220,19,μgm3
豐原,20191220,9,μgm3
忠明,20191220,9,μgm3
新營,20191220,17,μgm3
臺東,20191220,3,μgm3
萬華,20191220,4,μgm3
苗栗,20191220,7,μgm3
平鎮,20191220,4,μgm3
基隆,20191220,3,μgm3
美濃,20191220,26,μgm3
前金,20191220,30,μgm3
彰化,20191220,10,μgm3
新竹,20191220,5,μgm3
板橋,20191220,4,μgm3
恆春,20191220,2,μgm3
士林,20191220,2,μgm3
朴子,20191220,14,μgm3
馬祖,20191217,29,μgm3
忠明,20191217,20,μgm3
臺南,20191217,36,μgm3
恆春,20191217,5,μgm3
前金,20191217,29,μgm3
汐止,20191217,18,μgm3
陽明,20191217,5,μgm3
桃園,20191217,24,μgm3
斗六,20191217,25,μgm3
基隆,20191217,15,μgm3
馬公,20191217,12,μgm3
嘉義,20191217,25,μgm3
屏東,20191217,23,μgm3
彰化,20191217,18,μgm3
金門,20191217,49,μgm3
朴子,20191217,32,μgm3
新竹,20191217,17,μgm3
士林,20191217,13,μgm3
苗栗,20191217,12,μgm3
美濃,20191217,17,μgm3
板橋,20191217,21,μgm3
臺東,20191217,6,μgm3
三義,20191217,9,μgm3
豐原,20191217,11,μgm3
花蓮,20191217,8,μgm3
宜蘭,20191217,13,μgm3
南投,20191217,16,μgm3
平鎮,20191217,20,μgm3
新營,20191217,31,μgm3
竹東,20191217,11,μgm3
萬華,20191217,16,μgm3
平鎮,20191214,10,μgm3
馬祖,20191214,22,μgm3
士林,20191214,9,μgm3
陽明,20191214,3,μgm3
彰化,20191214,27,μgm3
美濃,20191214,18,μgm3
新竹,20191214,12,μgm3
竹東,20191214,11,μgm3
恆春,20191214,10,μgm3
前金,20191214,33,μgm3
臺東,20191214,10,μgm3
新營,20191214,27,μgm3
苗栗,20191214,17,μgm3
三義,20191214,17,μgm3
汐止,20191214,10,μgm3
花蓮,20191214,10,μgm3
忠明,20191214,23,μgm3
豐原,20191214,16,μgm3
臺南,20191214,34,μgm3
宜蘭,20191214,10,μgm3
板橋,20191214,10,μgm3
斗六,20191214,36,μgm3
馬公,20191214,12,μgm3
桃園,20191214,10,μgm3
萬華,20191214,10,μgm3
屏東,20191214,28,μgm3
南投,20191214,18,μgm3
嘉義,20191214,32,μgm3
金門,20191214,34,μgm3
基隆,20191214,10,μgm3
朴子,20191214,24,μgm3
苗栗,20191211,16,μgm3
花蓮,20191211,10,μgm3
士林,20191211,14,μgm3
斗六,20191211,26,μgm3
前金,20191211,40,μgm3
朴子,20191211,31,μgm3
忠明,20191211,19,μgm3
馬公,20191211,17,μgm3
竹東,20191211,13,μgm3
彰化,20191211,22,μgm3
新竹,20191211,17,μgm3
板橋,20191211,17,μgm3
屏東,20191211,22,μgm3
美濃,20191211,19,μgm3
馬祖,20191211,27,μgm3
恆春,20191211,9,μgm3
金門,20191211,37,μgm3
嘉義,20191211,30,μgm3
宜蘭,20191211,12,μgm3
基隆,20191211,13,μgm3
臺東,20191211,9,μgm3
新營,20191211,34,μgm3
萬華,20191211,15,μgm3
南投,20191211,22,μgm3
桃園,20191211,14,μgm3
豐原,20191211,15,μgm3
臺南,20191211,34,μgm3
三義,20191211,14,μgm3
汐止,20191211,15,μgm3
陽明,20191211,10,μgm3
平鎮,20191211,15,μgm3
嘉義,20191208,14,μgm3
忠明,20191208,8,μgm3
苗栗,20191208,9,μgm3
新竹,20191208,10,μgm3
基隆,20191208,10,μgm3
桃園,20191208,11,μgm3
屏東,20191208,17,μgm3
金門,20191208,20,μgm3
士林,20191208,12,μgm3
馬公,20191208,16,μgm3
豐原,20191208,7,μgm3
臺東,20191208,6,μgm3
美濃,20191208,12,μgm3
花蓮,20191208,7,μgm3
南投,20191208,10,μgm3
宜蘭,20191208,9,μgm3
馬祖,20191208,22,μgm3
板橋,20191208,11,μgm3
臺南,20191208,14,μgm3
新營,20191208,12,μgm3
恆春,20191208,6,μgm3
平鎮,20191208,11,μgm3
三義,20191208,8,μgm3
朴子,20191208,12,μgm3
萬華,20191208,10,μgm3
斗六,20191208,14,μgm3
竹東,20191208,8,μgm3
前金,20191208,19,μgm3
彰化,20191208,8,μgm3
斗六,20191205,14,μgm3
忠明,20191205,8,μgm3
臺東,20191205,-2,μgm3
豐原,20191205,6,μgm3
馬公,20191205,11,μgm3
桃園,20191205,11,μgm3
板橋,20191205,11,μgm3
基隆,20191205,9,μgm3
士林,20191205,6,μgm3
宜蘭,20191205,7,μgm3
三義,20191205,8,μgm3
金門,20191205,32,μgm3
竹東,20191205,6,μgm3
嘉義,20191205,15,μgm3
朴子,20191205,11,μgm3
彰化,20191205,10,μgm3
新竹,20191205,12,μgm3
前金,20191205,22,μgm3
汐止,20191205,10,μgm3
萬華,20191205,10,μgm3
恆春,20191205,2,μgm3
苗栗,20191205,11,μgm3
南投,20191205,11,μgm3
屏東,20191205,24,μgm3
新營,20191205,13,μgm3
臺南,20191205,13,μgm3
美濃,20191205,21,μgm3
馬祖,20191205,35,μgm3
花蓮,20191205,5,μgm3
宜蘭,20191202,14,μgm3
馬祖,20191202,16,μgm3
南投,20191202,19,μgm3
嘉義,20191202,22,μgm3
平鎮,20191202,20,μgm3
花蓮,20191202,12,μgm3
三義,20191202,16,μgm3
美濃,20191202,25,μgm3
臺東,20191202,10,μgm3
士林,20191202,14,μgm3
金門,20191202,18,μgm3
朴子,20191202,25,μgm3
忠明,20191202,16,μgm3
萬華,20191202,16,μgm3
陽明,20191202,10,μgm3
斗六,20191202,25,μgm3
屏東,20191202,28,μgm3
桃園,20191202,19,μgm3
基隆,20191202,19,μgm3
汐止,20191202,18,μgm3
馬公,20191202,15,μgm3
竹東,20191202,18,μgm3
前金,20191202,26,μgm3
彰化,20191202,16,μgm3
豐原,20191202,15,μgm3
板橋,20191202,18,μgm3
苗栗,20191202,17,μgm3
恆春,20191202,10,μgm3
新營,20191202,22,μgm3
臺南,20191202,24,μgm3
馬公,20191129,12,μgm3
汐止,20191129,9,μgm3
恆春,20191129,6,μgm3
南投,20191129,11,μgm3
臺東,20191129,6,μgm3
苗栗,20191129,10,μgm3
前金,20191129,18,μgm3
新竹,20191129,10,μgm3
美濃,20191129,15,μgm3
花蓮,20191129,7,μgm3
三義,20191129,9,μgm3
板橋,20191129,10,μgm3
陽明,20191129,4,μgm3
平鎮,20191129,10,μgm3
臺南,20191129,18,μgm3
宜蘭,20191129,8,μgm3
屏東,20191129,21,μgm3
嘉義,20191129,18,μgm3
桃園,20191129,10,μgm3
士林,20191129,7,μgm3
馬祖,20191129,13,μgm3
朴子,20191129,15,μgm3
豐原,20191129,9,μgm3
斗六,20191129,17,μgm3
金門,20191129,15,μgm3
彰化,20191129,11,μgm3
竹東,20191129,8,μgm3
萬華,20191129,9,μgm3
忠明,20191129,10,μgm3
新營,20191129,17,μgm3
萬華,20191126,11,μgm3
臺東,20191126,7,μgm3
陽明,20191126,3,μgm3
花蓮,20191126,8,μgm3
嘉義,20191126,23,μgm3
朴子,20191126,16,μgm3
馬祖,20191126,13,μgm3
板橋,20191126,11,μgm3
基隆,20191126,10,μgm3
宜蘭,20191126,8,μgm3
屏東,20191126,31,μgm3
恆春,20191126,6,μgm3
斗六,20191126,23,μgm3
苗栗,20191126,9,μgm3
前金,20191126,24,μgm3
桃園,20191126,11,μgm3
平鎮,20191126,10,μgm3
美濃,20191126,24,μgm3
忠明,20191126,12,μgm3
豐原,20191126,13,μgm3
臺南,20191126,19,μgm3
新營,20191126,20,μgm3
馬公,20191126,13,μgm3
竹東,20191126,7,μgm3
金門,20191126,12,μgm3
南投,20191126,18,μgm3
士林,20191126,9,μgm3
三義,20191126,8,μgm3
彰化,20191126,13,μgm3
新竹,20191126,10,μgm3
汐止,20191126,10,μgm3
金門,20191123,14,μgm3
彰化,20191123,17,μgm3
新竹,20191123,12,μgm3
基隆,20191123,8,μgm3
新營,20191123,34,μgm3
桃園,20191123,9,μgm3
美濃,20191123,21,μgm3
三義,20191123,15,μgm3
陽明,20191123,-2,μgm3
花蓮,20191123,5,μgm3
嘉義,20191123,31,μgm3
斗六,20191123,33,μgm3
竹東,20191123,9,μgm3
南投,20191123,21,μgm3
汐止,20191123,8,μgm3
平鎮,20191123,13,μgm3
臺東,20191123,5,μgm3
宜蘭,20191123,8,μgm3
臺南,20191123,37,μgm3
朴子,20191123,30,μgm3
馬祖,20191123,10,μgm3
板橋,20191123,9,μgm3
苗栗,20191123,14,μgm3
前金,20191123,28,μgm3
恆春,20191123,6,μgm3
屏東,20191123,27,μgm3
忠明,20191123,17,μgm3
馬公,20191123,10,μgm3
豐原,20191123,19,μgm3
士林,20191123,8,μgm3
萬華,20191123,10,μgm3
豐原,20191120,7,μgm3
臺南,20191120,18,μgm3
陽明,20191120,3,μgm3
平鎮,20191120,11,μgm3
恆春,20191120,5,μgm3
新營,20191120,16,μgm3
金門,20191120,19,μgm3
南投,20191120,11,μgm3
斗六,20191120,16,μgm3
臺東,20191120,6,μgm3
朴子,20191120,14,μgm3
馬祖,20191120,18,μgm3
苗栗,20191120,7,μgm3
前金,20191120,25,μgm3
忠明,20191120,8,μgm3
士林,20191120,9,μgm3
彰化,20191120,9,μgm3
新竹,20191120,11,μgm3
桃園,20191120,11,μgm3
美濃,20191120,21,μgm3
花蓮,20191120,4,μgm3
嘉義,20191120,18,μgm3
三義,20191120,5,μgm3
基隆,20191120,10,μgm3
萬華,20191120,11,μgm3
馬公,20191120,15,μgm3
汐止,20191120,10,μgm3
屏東,20191120,27,μgm3
宜蘭,20191120,6,μgm3
竹東,20191120,4,μgm3
板橋,20191120,16,μgm3
平鎮,20191117,34,μgm3
豐原,20191117,25,μgm3
新竹,20191117,36,μgm3
士林,20191117,30,μgm3
斗六,20191117,37,μgm3
萬華,20191117,27,μgm3
彰化,20191117,38,μgm3
忠明,20191117,33,μgm3
新營,20191117,33,μgm3
板橋,20191117,31,μgm3
屏東,20191117,23,μgm3
恆春,20191117,6,μgm3
前金,20191117,22,μgm3
苗栗,20191117,34,μgm3
馬祖,20191117,15,μgm3
朴子,20191117,34,μgm3
臺南,20191117,32,μgm3
宜蘭,20191117,10,μgm3
臺東,20191117,8,μgm3
馬公,20191117,18,μgm3
嘉義,20191117,35,μgm3
金門,20191117,25,μgm3
三義,20191117,26,μgm3
竹東,20191117,30,μgm3
花蓮,20191117,8,μgm3
美濃,20191117,21,μgm3
